No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL
14,Layout,Avoid deep nesting,保持小部件树浅,提取深层嵌套的小部件,10+ 级嵌套,Extract widget to method or class,Column(Row(Column(Row(...)))),Medium,
15,Lists,Use ListView.builder,惰性列表构建,ListView.builder 用于长列表,带子项的 ListView 用于大型列表,"ListView.builder(itemCount: 100, itemBuilder: ...)",ListView(children: items.map(...).toList()),High,https://api.flutter.dev/flutter/widgets/ListView-class.html
16,Lists,Provide itemExtent when known,跳过测量,itemExtent 用于固定高度的项目,统一列表没有 itemExtent,ListView.builder(itemExtent: 50),ListView.builder without itemExtent,Medium,
17,Lists,Use keys for stateful items,保留小部件状态,有状态列表项的键,动态列表没有键,ListTile(key: ValueKey(item.id)),ListTile without key,High,
18,Lists,Use SliverList for custom scroll,自定义滚动效果,带条子的 CustomScrollView,嵌套列表视图,CustomScrollView(slivers: [SliverList()]),ListView inside ListView,Medium,https://api.flutter.dev/flutter/widgets/SliverList-class.html
19,Navigation,Use Navigator 2.0 or GoRouter,声明式路由,go_router 用于导航,适用于复杂应用程序的 Navigator.push,GoRouter(routes: [...]),Navigator.push everywhere,Medium,https://pub.dev/packages/go_router
20,Navigation,Use named routes,组织导航,为清晰起见命名路线,匿名路线,Navigator.pushNamed(context '/home'),Navigator.push(context MaterialPageRoute()),Low,
21,Navigation,Handle back button (PopScope),Android 背部行为和预测背部（Android 14+）,使用 PopScope 小部件（WillPopScope 已弃用）,使用 WillPopScope,"PopScope(canPop: false, onPopInvoked: (didPop) => ...)",WillPopScope(onWillPop: ...),High,https://api.flutter.dev/flutter/widgets/PopScope-class.html
22,Navigation,Pass typed arguments,类型安全的路由参数,类型化的路由参数,动态参数,MyRoute(id: '123'),arguments: {'id': '123'},Medium,
23,Async,Use FutureBuilder,异步 UI 构建,用于异步数据的 FutureBuilder,setState 异步,FutureBuilder(future: fetchData()),fetchData().then((d) => setState()),Medium,https://api.flutter.dev/flutter/widgets/FutureBuilder-class.html
24,Async,Use StreamBuilder,流式 UI 构建,用于流的 StreamBuilder,手动流订阅,StreamBuilder(stream: myStream),stream.listen in initState,Medium,https://api.flutter.dev/flutter/widgets/StreamBuilder-class.html
25,Async,Handle loading and error states,完整的异步 UI 状态,连接状态检查,只有成功状态,if (snapshot.connectionState == ConnectionState.waiting),No loading indicator,High,
26,Async,Cancel subscriptions,清理流订阅,取消处置,内存泄漏,subscription.cancel() in dispose,No subscription cleanup,High,
27,Theming,Use ThemeData,一致的主题,应用程序主题的 ThemeData,硬编码颜色,Theme.of(context).primaryColor,Color(0xFF123456) everywhere,Medium,https://api.flutter.dev/flutter/material/ThemeData-class.html
28,Theming,Use ColorScheme,材质 3 色系,颜色的 ColorScheme,单独的颜色属性,colorScheme: ColorScheme.fromSeed(),primaryColor: Colors.blue,Medium,
29,Theming,Access theme via context,动态主题访问,主题（上下文）,静态主题参考,Theme.of(context).textTheme.bodyLarge,TextStyle(fontSize: 16),Medium,
30,Theming,Support dark mode,尊重系统主题,MaterialApp 中的深色主题,仅浅色主题,"MaterialApp(theme: light, darkTheme: dark)",MaterialApp(theme: light),Medium,
31,Animation,Use implicit animations,简单的动画,AnimatedContainer 动画不透明度,显式的简单转换,AnimatedContainer(duration: Duration()),AnimationController for fade,Low,https://api.flutter.dev/flutter/widgets/AnimatedContainer-class.html
32,Animation,Use AnimationController for complex,细粒度控制,带股票行情指示器的动画控制器,复杂序列的隐式,AnimationController(vsync: this),AnimatedContainer for staggered,Medium,
33,Animation,Dispose AnimationControllers,清理动画资源,控制器的 dispose(),内存泄漏,controller.dispose() in dispose,No controller disposal,High,
34,Animation,Use Hero for transitions,共享元素转换,导航动画的英雄,手动共享元素,Hero(tag: 'image' child: Image()),Custom shared element animation,Low,https://api.flutter.dev/flutter/widgets/Hero-class.html
35,Forms,Use Form widget,表单验证,带有 GlobalKey 的表格,单独验证,Form(key: _formKey child: ...),TextField without Form,Medium,https://api.flutter.dev/flutter/widgets/Form-class.html
36,Forms,Use TextEditingController,控制文本输入,文本字段控制器,所有文本的 onChanged,final controller = TextEditingController(),onChanged: (v) => setState(),Medium,
37,Forms,Validate on submit,表单验证流程,_formKey.currentState!.validate(),跳过验证,if (_formKey.currentState!.validate()),Submit without validation,High,
38,Forms,Dispose controllers,清理文本控制器,控制器的 dispose(),内存泄漏,controller.dispose() in dispose,No controller disposal,High,
39,Performance,Use const widgets,减少重建,const 用于静态小部件,文字没有 const,const Icon(Icons.add),Icon(Icons.add),High,
40,Performance,Avoid rebuilding entire tree,最小重建范围,隔离变化的小部件,在父级上设置状态,Consumer only around changing widget,setState on root widget,High,
41,Performance,Use RepaintBoundary,隔离重涂,动画的 RepaintBoundary,全屏重画,RepaintBoundary(child: AnimatedWidget()),Animation without boundary,Medium,https://api.flutter.dev/flutter/widgets/RepaintBoundary-class.html
42,Performance,Profile with DevTools,优化前测量,Flutter DevTools 分析,猜测性能,DevTools performance tab,Optimize without measuring,Medium,https://docs.flutter.dev/tools/devtools
43,Accessibility,Use Semantics widget,屏幕阅读器支持,可访问性语义,缺少辅助功能信息,Semantics(label: 'Submit button'),GestureDetector without semantics,High,https://api.flutter.dev/flutter/widgets/Semantics-class.html
44,Accessibility,Support large fonts,MediaQuery 文本缩放,MediaQuery.textScaleFactor,固定字体大小,style: Theme.of(context).textTheme,TextStyle(fontSize: 14),High,
45,Accessibility,Test with screen readers,TalkBack 和 VoiceOver,定期测试可访问性,跳过可访问性测试,Regular TalkBack testing,No screen reader testing,High,
46,Testing,Use widget tests,测试小部件行为,用于 UI 测试的 WidgetTester,仅单元测试,testWidgets('...' (tester) async {}),Only test() for UI,Medium,https://docs.flutter.dev/testing
47,Testing,Use integration tests,完整的应用程序测试,集成测试包,仅手动测试,IntegrationTestWidgetsFlutterBinding,Manual E2E testing,Medium,
48,Testing,Mock dependencies,隔离测试,无酒精鸡尾酒或无酒精鸡尾酒,测试中的真实依赖关系,when(mock.method()).thenReturn(),Real API calls in tests,Medium,
49,Platform,Use Platform checks,平台特定代码,平台.isIOS 平台.isAndroid,所有平台均使用相同的代码,if (Platform.isIOS) {},Hardcoded iOS behavior,Medium,
50,Platform,Use kIsWeb for web,Web 平台检测,kIsWeb 用于网络检查,网络平台,if (kIsWeb) {},Platform.isWeb (doesn't exist),Medium,
51,Packages,Use pub.dev packages,社区套餐,受欢迎的维护包,定制实施,cached_network_image,Custom image cache,Medium,https://pub.dev/
52,Packages,Check package quality,添加前的质量,酒吧积分和人气,任何未经审查的包裹,100+ pub points,Unmaintained packages,Medium,
