No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL
19,State,Inject services for shared state,带有信号的服务无需存储即可跨组件共享状态,带有跨组件状态信号的可注入服务,用于共享状态的 Prop 钻孔或 @Input 链,@Injectable({ providedIn: 'root' }) class CartService { items = signal<Item[]>([]) },@Input() cartItems passed through 4 component levels,Medium,https://angular.dev/guide/di/creating-injectable-service
20,State,Avoid mixing RxJS and signals unnecessarily,使用 toSignal() 将 RxJS 桥接到边界处的信号世界,toSignal() 将可观察量转换为组件边缘的信号,手动订阅组件并存储在信号中,readonly user = toSignal(this.userService.user$),this.userService.user$.subscribe(u => this.user.set(u)),Medium,https://angular.dev/guide/rxjs-interop
21,Forms,Use typed reactive forms,FormGroup/FormControl 具有显式泛型以确保编译时安全,带有类型化控件的 FormBuilder,无类型 FormControl 或任何类型转换,fb.group<LoginForm>({ email: fb.control('') password: fb.control('') }),new FormGroup({ email: new FormControl(null) }),High,https://angular.dev/guide/forms/typed-forms
22,Forms,Use reactive forms over template-driven,响应式形式可扩展性更好并且完全可测试,适用于所有重要表单的 ReactiveFormsModule,FormsModule 和 ngModel 用于复杂表单,"<input [formControl]=""emailControl"" />","<input [(ngModel)]=""email"" />",Medium,https://angular.dev/guide/forms/reactive-forms
23,Forms,Write custom validators as functions,功能验证器是可组合的和可摇树的,用于自定义验证的 ValidatorFn 函数,实现 Validator 接口的基于类的验证器,const noSpaces: ValidatorFn = ctrl => ctrl.value?.includes(' ') ? { noSpaces: true } : null,class NoSpacesValidator implements Validator { validate(c) {} },Medium,https://angular.dev/guide/forms/form-validation#custom-validators
24,Forms,Use updateOn for performance,控制验证运行的时间以避免每次击键验证的开销,updateOn：对于昂贵的验证器来说“失焦”或“提交”,默认 updateOn：异步验证器的“更改”,fb.control('' { updateOn: 'blur' validators: [Validators.email] }),fb.control('' [Validators.email]) //验证每个键,Low,https://angular.dev/api/forms/AbstractControl#updateOn
25,Forms,Use FormArray for dynamic fields,FormArray 管理可变长度的控件列表,用于添加/删除字段场景的 FormArray,手动跟踪基于索引的控制,get items(): FormArray { return this.form.get('items') as FormArray },items: [FormControl] managed outside form,Medium,https://angular.dev/guide/forms/reactive-forms#using-the-formarray-class
26,Forms,Display validation errors clearly,使用表单控件触摸和脏状态在正确的时间显示错误,触摸字段后显示错误,显示页面加载时的所有错误,@if (email.invalid && email.touched) { <span>Invalid email</span> },@if (email.invalid) { <span>Invalid email</span> },Medium,https://angular.dev/guide/forms/form-validation
27,Performance,Apply OnPush to all components,OnPush + 信号消除了大多数不必要的变更检测周期,OnPush 随处变化检测,默认策略，检查每个事件的整个树,changeDetection: ChangeDetectionStrategy.OnPush,changeDetection: ChangeDetectionStrategy.Default,High,https://angular.dev/best-practices/skipping-component-subtrees
28,Performance,Use trackBy in @for blocks,列表项的稳定身份可防止更改时重新创建完整的 DOM,跟踪 @for 中的 item.id,,@for (item of items; track item.id) { <li>{{ item.name }}</li> },@for (item of items; track $index) { <li>{{ item.name }}</li> },High,https://angular.dev/guide/templates/control-flow#track-and-identity
29,Performance,Use @defer for below-the-fold content,当延迟加载组件进入视口时，延迟会阻止它们,@defer 在视口上用于非关键 UI,在启动时立即加载所有组件,@defer (on viewport) { <HeavyChart /> } @placeholder { <Skeleton /> },<HeavyChart /> loaded at startup,High,https://angular.dev/guide/defer
30,Performance,Use NgOptimizedImage,实施图像最佳实践：延迟加载 LCP 提示和正确的大小调整,适用于所有 img 标签的 NgOptimizedImage,CMS 或用户内容的纯 img 标签,"<img ngSrc=""/hero.jpg"" width=""800"" height=""400"" priority />","<img src=""/hero.jpg"" />",High,https://angular.dev/guide/image-optimization
31,Performance,Tree-shake unused Angular features,仅导入您从 Angular 包中使用的内容,导入所需的特定 Angular 模块,不使用动画时导入 BrowserAnimationsModule,import { NgOptimizedImage } from '@angular/common',import { CommonModule } from '@angular/common' //整个模块,Medium,https://angular.dev/tools/cli/build
32,Performance,Avoid subscribe in components,订阅泄露并导致错误；更喜欢异步管道或 toSignal,toSignal() 或异步管道代替手动订阅,在 ngOnDestroy 中手动订阅而不取消订阅,readonly data = toSignal(this.service.data$),this.service.data$.subscribe(d => this.data = d),High,https://angular.dev/guide/rxjs-interop
33,Performance,Use SSR with Angular Universal,预渲染页面以实现更快的 LCP 和更好的 SEO,用于面向公众的路线的 SSR 或 SSG,针对 SEO 关键页面的纯粹企业社会责任,ng add @angular/ssr,//没有 SSR，客户端呈现空壳,Medium,https://angular.dev/guide/ssr
34,Performance,Minimize bundle with standalone APIs,独立组件+provideRouter()消除无用的 NgModule 代码,app.config 中的 provideRouter() 和 provideHttpClient(),包含所有导入的根 AppModule,provideRouter(routes) in app.config.ts,@NgModule({ imports: [RouterModule.forRoot(routes)] }),Medium,https://angular.dev/guide/routing/standalone
35,Testing,Use TestBed for component tests,TestBed 设置 Angular DI 进行实际组件测试,用于组件测试的 TestBed.configureTestingModule,使用 new 关键字实例化组件,TestBed.configureTestingModule({ imports: [MyComponent] }),const comp = new MyComponent(),High,https://angular.dev/guide/testing/components-basics
36,Testing,Use Angular CDK component harnesses,线束提供了一个稳定的测试 API，可以在模板重构中幸存下来,MatButtonHarness 和自定义 HarnessLoader,模板更改时中断的直接本机元素查询,const btn = await loader.getHarness(MatButtonHarness),fixture.debugElement.query(By.css('button')),Medium,https://material.angular.io/cdk/test-harnesses/overview
37,Testing,Use Spectator for less boilerplate,Spectator 使用更干净的 API 包装 TestBed，减少测试设置噪音,单元测试的旁观者,每个测试的原始测试床,const spectator = createComponentFactory(MyComponent),TestBed.configureTestingModule({ declarations: [MyComponent] providers: [...] }),Low,https://github.com/ngneat/spectator
38,Testing,Mock services with jasmine.createSpyObj,通过提供依赖项的模拟实现来隔离单元测试,SpyObj 或 jest.fn() 服务模拟,单元测试中的真实 HTTP 调用,const spy = jasmine.createSpyObj('UserService' ['getUser']); spy.getUser.and.returnValue(of(user)),providers: [UserService] //单元测试中的真实服务,High,https://angular.dev/guide/testing/services
39,Testing,Write integration tests for routes,测试完整的路线导航，包括守卫和解析器,用于路由集成测试的 RouterTestingHarness,模拟单元测试中的所有路由行为,const harness = await RouterTestingHarness.create(); await harness.navigateByUrl('/home'),//手动调用路由保护方法,Medium,https://angular.dev/api/router/testing/RouterTestingHarness
40,Testing,Test signal-based components,信号同步更新；大多数情况下不需要异步刷新,直接在测试断言中读取信号值,TestBed.tick() 或 fakeAsync 用于信号读取,component.count.set(5); expect(component.double()).toBe(10),fakeAsync(() => { component.count.set(5); tick(); expect(component.double()).toBe(10) }),Medium,https://angular.dev/guide/testing
41,Styling,Use ViewEncapsulation.Emulated,默认模拟范围样式为组件，防止全局泄漏,模拟或无用于有意的全局样式,ViewEncapsulation.None 用于组件特定的样式,ViewEncapsulation.Emulated (default),ViewEncapsulation.None on feature components,Medium,https://angular.dev/guide/components/styling#style-scoping
42,Styling,Use :host selector,使用 :host 伪类设置组件的宿主元素的样式,:host 用于宿主元素样式,添加包装 div 只是为了样式,:host { display: block; padding: 1rem },"<div class=""wrapper"">...</div> + .wrapper { padding: 1rem }",Medium,https://angular.dev/guide/components/styling#host-element
43,Styling,Use CSS custom properties for theming,CSS 变量跨组件边界工作并支持动态主题,颜色和间距的 CSS 自定义属性,组件样式中的硬编码十六进制值,:root { --primary: #6200ee } button { background: var(--primary) },button { background: #6200ee },Medium,https://angular.dev/guide/components/styling
44,Styling,Integrate Tailwind with Angular,Tailwind 实用程序通过全局样式表与 Angular 的 ViewEncapsulation 一起工作,在 styles.css 中添加 Tailwind 并在模板中使用实用程序类,Tailwind 已经处理的布局的自定义 CSS,"<div class=""flex items-center gap-4 p-6"">","<div class=""my-custom-flex""> /* .my-custom-flex { 显示：flex } */",Low,https://tailwindcss.com/docs/guides/angular
45,Styling,Use Angular Material theming tokens,材料 3 使用设计令牌进行系统主题化,Angular Material 基于 M3 令牌的主题,使用深度选择器覆盖 Angular Material CSS,@include mat.button-theme($my-theme),::ng-deep .mat-button { background: red },Medium,https://material.angular.io/guide/theming
46,Architecture,Use injection tokens for config,通过 InjectionToken 提供配置以实现可测试性和灵活性,用于特定于环境的值的 InjectionToken,直接在服务中导入 environment.ts,const API_URL = new InjectionToken<string>('apiUrl'); provide: [{ provide: API_URL useValue: env.apiUrl }],constructor(private env: Environment) { this.url = env.apiUrl },Medium,https://angular.dev/guide/di/dependency-injection-providers#using-an-injectiontoken-object
47,Architecture,Use HTTP interceptors,拦截身份验证标头请求错误处理和日志记录,使用 withInterceptors() 的功能拦截器,每个请求中的服务级标头管理,withInterceptors([authInterceptor errorInterceptor]),httpClient.get(url { headers: { Authorization: token } }) in every call,High,https://angular.dev/guide/http/interceptors
48,Architecture,Organize by feature not type,基于功能的文件夹结构比基于类型的文件夹结构具有更好的扩展性,具有并置组件服务和路由的功能文件夹,平面文件夹：所有组件/所有服务/,src/features/checkout/checkout.component.ts checkout.service.ts checkout.routes.ts,src/components/checkout.component.ts src/services/checkout.service.ts,Medium,https://angular.dev/style-guide#folders-by-feature-structure
49,Architecture,Use environment configurations,通过 Angular 构建配置为开发阶段和产品提供单独的环境值,环境配置的 angular.json 文件替换,源代码中的硬编码 API URL 或功能标志,fileReplacements: [{ replace: environment.ts with: environment.prod.ts }],const API = 'https://api.example.com' // 在服务中硬编码,High,https://angular.dev/tools/cli/environments
50,Architecture,Prefer inject() over constructor DI,ject() 函数是可组合的，并且比构造函数注入可以在更多上下文中工作,insert() 用于依赖注入,新代码的构造函数参数,readonly http = inject(HttpClient); readonly router = inject(Router),constructor(private http: HttpClient private router: Router) {},Medium,https://angular.dev/api/core/inject
