No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL
16,DataFetching,Revalidate data appropriately,突变后使用 revalidatePath/revalidateTag,服务器操作后重新验证,“使用客户端”并手动重新获取,revalidatePath('/posts'),router.refresh() everywhere,Medium,https://nextjs.org/docs/app/building-your-application/caching#revalidating
17,Images,Use next/image for optimization,自动图像优化和延迟加载,所有图像的 <Image> 组件,<img> 直接标记,<Image src={} alt={} width={} height={}>,<img src={}/>,High,https://nextjs.org/docs/app/building-your-application/optimizing/images
18,Images,Provide width and height,防止布局随尺寸变化,宽度和高度道具或填充,缺少尺寸,<Image width={400} height={300}/>,<Image src={url}/>,High,
19,Images,Use fill for responsive images,用适合对象的容器填充容器,用相对父级填充 prop,响应式固定尺寸,"<Image fill className=""object-cover""/>",<Image width={window.width}/>,Medium,
20,Images,Configure remote image domains,白名单外部图像源,next.config.js 中的远程模式,允许所有域,remotePatterns: [{ hostname: 'cdn.example.com' }],domains: ['*'],High,https://nextjs.org/docs/app/api-reference/components/image#remotepatterns
21,Images,Use priority for LCP images,将首屏图像标记为优先,英雄图像上的优先道具,所有图像优先,<Image priority src={hero}/>,<Image priority/> on every image,Medium,
22,Fonts,Use next/font for fonts,自托管字体，布局零偏移,next/font/google 或 next/font/local,外部字体链接,import { Inter } from 'next/font/google',"<link href=""fonts.googleapis.com""/>",Medium,https://nextjs.org/docs/app/building-your-application/optimizing/fonts
23,Fonts,Apply font to layout,在根布局中设置字体以保持一致性,layout.tsx 中 body 上的 className,各个页面的字体,<body className={inter.className}>,Each page imports font,Low,
24,Fonts,Use variable fonts,可变字体可减少包大小,单变量字体文件,多种字体粗细作为文件,Inter({ subsets: ['latin'] }),Inter_400 Inter_500 Inter_700,Low,
25,Metadata,Use generateMetadata for dynamic,根据参数生成元数据,导出异步函数 generateMetadata(),无处不在的硬编码元数据,generateMetadata({ params }),export const metadata = {},Medium,https://nextjs.org/docs/app/building-your-application/optimizing/metadata
26,Metadata,Include OpenGraph images,添加 OG 图像以进行社交分享,opengraph-image.tsx 或 og 属性,缺少社交预览图像,opengraph: { images: ['/og.png'] },No OG configuration,Medium,
27,Metadata,Use metadata API,导出静态元数据的元数据对象,导出常量元数据 = {},手动头标签,export const metadata = { title: 'Page' },<head><title>Page</title></head>,Medium,
28,API,Use Route Handlers for APIs,API 端点的 app/api 路由,应用程序/api/用户/route.ts,新项目的页面/api,export async function GET(request),export default function handler,Medium,https://nextjs.org/docs/app/building-your-application/routing/route-handlers
29,API,Return proper Response objects,使用 NextResponse 进行 API 响应,NextResponse.json() 用于 JSON,普通对象或 res.json(),return NextResponse.json({ data }),return { data },Medium,
30,API,Handle HTTP methods explicitly,导出方法的命名函数,导出 GET PUT PUT 删除,所有方法的单一处理程序,export async function POST(),switch(req.method),Low,
31,API,Validate request body,处理前验证输入,Zod 或类似的用于验证,信任客户的输入,const body = schema.parse(await req.json()),const body = await req.json(),High,
32,Middleware,Use middleware for auth,使用 middleware.ts 保护路由,根目录下的 middleware.ts,每个页面都进行身份验证,export function middleware(request),if (!session) redirect in page,Medium,https://nextjs.org/docs/app/building-your-application/routing/middleware
33,Middleware,Match specific paths,配置中间件匹配器,config.matcher 用于特定路由,在所有路由上运行中间件,matcher: ['/dashboard/:path*'],No matcher config,Medium,
34,Middleware,Keep middleware edge-compatible,中间件在 Edge 运行时上运行,仅边缘兼容代码,中间件中的 Node.js API,Edge-compatible auth check,fs.readFile in middleware,High,
35,Environment,Use NEXT_PUBLIC prefix,客户端可访问的环境变量需要前缀,NEXT_PUBLIC_ 用于客户端变量,服务器变量暴露给客户端,NEXT_PUBLIC_API_URL,API_SECRET in client code,High,https://nextjs.org/docs/app/building-your-application/configuring/environment-variables
36,Environment,Validate env vars,检查所需的环境变量是否存在,启动时验证,运行时未定义的环境,if (!process.env.DATABASE_URL) throw,process.env.DATABASE_URL (might be undefined),High,
37,Environment,Use .env.local for secrets,用于开发秘密的本地环境文件,.env.local gitignored,.env 中的秘密已提交,.env.local with secrets,.env with DATABASE_PASSWORD,High,
38,Performance,Analyze bundle size,使用@next/bundle-analyzer,开发中的捆绑分析器,盲目运送大捆货物,ANALYZE=true npm run build,No bundle analysis,Medium,https://nextjs.org/docs/app/building-your-application/optimizing/bundle-analyzer
39,Performance,Use dynamic imports,使用 next/dynamic 进行代码分割,重型组件的 dynamic(),静态导入所有内容,const Chart = dynamic(() => import('./Chart')),import Chart from './Chart',Medium,https://nextjs.org/docs/app/building-your-application/optimizing/lazy-loading
40,Performance,Avoid layout shifts,为动态内容预留空间,骨架装载机长宽比,内容弹出,"<Skeleton className=""h-48""/>",No placeholder for async content,High,
41,Performance,Use Partial Prerendering,将静态和动态结合在一条路线中,带悬空孔的静态外壳,完整的动态或静态页面,Static header + dynamic content,Entire page SSR,Low,https://nextjs.org/docs/app/building-your-application/rendering/partial-prerendering
42,Link,Use next/link for navigation,带预取的客户端导航,"<Link href=""""> 用于内部链接",<a> 用于内部导航,"<Link href=""/about"">About</Link>","<a href=""/about"">About</a>",High,https://nextjs.org/docs/app/api-reference/components/link
43,Link,Prefetch strategically,控制预取行为,prefetch={false} 表示低优先级,预取所有链接,<Link prefetch={false}>,Default prefetch on every link,Low,
44,Link,Use scroll option appropriately,控制导航上的滚动行为,scroll={false} 用于选项卡分页,始终滚动到顶部,<Link scroll={false}>,Manual scroll management,Low,
45,Config,Use next.config.js correctly,配置 Next.js 行为,正确的配置选项,已弃用或错误的选项,images: { remotePatterns: [] },images: { domains: [] },Medium,https://nextjs.org/docs/app/api-reference/next-config-js
46,Config,Enable strict mode,及早发现潜在问题,React 严格模式：真,严格模式已禁用,reactStrictMode: true,reactStrictMode: false,Medium,
47,Config,Configure redirects and rewrites,使用配置进行 URL 管理,配置中的 redirects()重写(),手动重定向处理,redirects: async () => [...],res.redirect in pages,Medium,https://nextjs.org/docs/app/api-reference/next-config-js/redirects
48,Deployment,Use Vercel for easiest deploy,Vercel 针对 Next.js 进行了优化,部署到 Vercel,无需知识即可自行托管,vercel deploy,Complex Docker setup for simple app,Low,https://nextjs.org/docs/app/building-your-application/deploying
49,Deployment,Configure output for self-hosting,设置部署目标的输出选项,输出：Docker 的“独立”,容器的默认输出,output: 'standalone',No output config for Docker,Medium,https://nextjs.org/docs/app/building-your-application/deploying#self-hosting
50,Security,Sanitize user input,永远不要相信用户输入,转义清理验证所有输入,用户数据直接插值,DOMPurify.sanitize(userInput),dangerouslySetInnerHTML={{ __html: userInput }},High,
51,Security,Use CSP headers,XSS 保护的内容安全策略,在 next.config.js 中配置 CSP,没有安全标头,headers() with CSP,No CSP configuration,High,https://nextjs.org/docs/app/building-your-application/configuring/content-security-policy
52,Security,Validate Server Action input,服务器操作是公共端点,在服务器操作中验证和授权,信任服务器操作输入,Auth check + validation in action,Direct database call without check,High,
