No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL
12,Livewire,Use lifecycle hooks appropriately,mount() 用于初始化； Updated() 用于响应性副作用,mount() 用于初始化 updateFoo() 用于属性更改,render() 或 __construct() 中的繁重逻辑,public function mount(): void { $this->items = Item::all(); },public function render(): View { $this->items = Item::all(); },Medium,https://livewire.laravel.com/docs/lifecycle-hooks
13,Livewire,Use lazy loading for heavy components,推迟昂贵组件的渲染直到可见,组件上的 wire:init 或 lazy 属性,在页面加载时加载所有 Livewire 组件,<livewire:analytics-chart lazy />,<livewire:analytics-chart /> with heavy DB queries on mount,Medium,https://livewire.laravel.com/docs/lazy
14,Livewire,Integrate Alpine.js for local UI state,使用 Alpine.js 实现仅 UI 状态，无需服务器往返,用于工具提示下拉列表的 x-data / x-show / x-transition,Livewire 服务器要求纯视觉切换状态,"<div x-data=""{ open: false }""><button @click=""open = !open"">","<button wire:click=""toggleDropdown""> for a local dropdown",Medium,https://livewire.laravel.com/docs/alpine
15,Livewire,Use wire:loading for feedback,服务器操作正在进行时始终向用户指示,线：loading.attr =“禁用”和线：加载元素,Livewire 请求正在进行时不提供反馈,"<button wire:click=""save"" wire:loading.attr=""disabled"">Save</button>","<button wire:click=""save"">Save</button> with no loading state",High,https://livewire.laravel.com/docs/wire-loading
16,Livewire,Handle file uploads with WithFileUploads,Livewire 的特征管理分块上传和临时存储,WithFileUploads 特征 + 线：文件输入的模型,Livewire 页面的手动多部分表单提交,"use WithFileUploads; public $photo; <input wire:model=""photo"" type=""file"">","<form action=""/upload"" method=""POST"" enctype=""multipart/form-data"">",Medium,https://livewire.laravel.com/docs/uploads
17,Inertia.js,Use Inertia page components as route endpoints,每个页面都是一个通过 Inertia::render() 在服务器端渲染的 Vue/React 组件,控制器中的 Inertia::render('Dashboard' ['data' => $data]),返回 JSON 并从 JavaScript 获取,return Inertia::render('Users/Index' ['users' => $users]);,return response()->json($users); with client-side fetch,High,https://inertiajs.com/responses
18,Inertia.js,Share global data via HandleInertiaRequests,中间件 share()为每个页面提供 auth user 和 flash,在 HandleInertiaRequests 中间件中共享 auth/flash,将身份验证传递给每个 Inertia::render() 调用,public function share(Request $r): array { return ['auth' => ['user' => $r->user()]]; },Inertia::render('Page' ['auth' => auth()->user()]) every controller,High,https://inertiajs.com/shared-data
19,Inertia.js,Use <Link> for client-side navigation,Inertia Link 拦截点击以实现类似 SPA 的转换,"<Link href=""/dashboard""> 而不是 <a href>",用于内部导航的常规 <a> 标签,<Link href={route('dashboard')}>Dashboard</Link>,"<a href=""/dashboard"">Dashboard</a>",High,https://inertiajs.com/links
20,Inertia.js,Use useForm for form state and submission,Inertia 的 useForm 管理进度错误和转换,useForm 用于所有页面级表单，form.post() 用于提交,Axios/fetch 用于 Inertia 页面上的表单提交,const form = useForm({ name: '' }); form.post('/users');,"axios.post('/users', { name });",High,https://inertiajs.com/forms
21,Inertia.js,Use persistent layouts to preserve state,将页面包装在持久布局中，这样标题/侧边栏就不会重新安装,持久 UI 的页面组件上的布局属性,每次访问页面时重新渲染完整布局,MyPage.layout = (page) => <AppLayout>{page}</AppLayout>,No layout — full page reload feel on navigation,Medium,https://inertiajs.com/pages#persistent-layouts
22,Inertia.js,Enable SSR for public pages,服务器端渲染改善了 SEO 和首次绘制,为营销和公共页面启用 Inertia SSR,所有页面（包括公共页面）的仅客户端渲染,php artisan inertia:start-ssr with @inertiaHead,No SSR on pages requiring good SEO,Medium,https://inertiajs.com/server-side-rendering
23,Styling,Set up Tailwind CSS via Vite,使用 Vite + tailwindcss 插件实现快速 HMR 和优化构建,安装 tailwindcss @tailwindcss/vite 并配置 vite.config.js,用于新项目的 Laravel Mix 或手动 PostCSS 管道,plugins: [tailwindcss()] in vite.config.js + @import 'tailwindcss' in app.css,Laravel Mix with require('tailwindcss') in webpack,High,https://tailwindcss.com/docs/installation/framework-guides
24,Styling,Purge unused styles via content config,Tailwind 扫描 Blade 和 JS 文件以对未使用的类进行 tree-shake,"content: ['./resources/views/**/*.blade.php' './resources/js/**/*.{js,vue}']",No content config — ship all 3MB of CSS,content: ['./resources/**/*.blade.php' './resources/**/*.js'],content: [],High,https://tailwindcss.com/docs/content-configuration
25,Styling,Use dark mode class strategy,基于类的暗黑模式与服务器渲染首选项集成,darkMode: 'class' 带有一个在 <html> 上设置类的切换开关,仅媒体查询 - 无法进行用户覆盖,darkMode: 'class'; document.documentElement.classList.toggle('dark'),darkMode: 'media' — no programmatic control,Medium,https://tailwindcss.com/docs/dark-mode
26,Styling,Use @apply sparingly in component CSS,仅提取真正重复的多类模式,@apply 用于在多个组件之间共享的 BEM 基类,@apply for every single element — 违背了 Tailwind 的目的,@apply flex items-center gap-2 (shared button base),@apply text-sm for a single use,Low,https://tailwindcss.com/docs/functions-and-directives#apply
27,Styling,Configure custom design tokens in CSS,将品牌颜色间距字体定义为 Tailwind 使用的 CSS 变量,与品牌指南相匹配的自定义@主题标记,神奇的颜色十六进制代码分散在 Blade 模板中,@theme { --color-brand: oklch(0.6 0.2 250); },bg-[#1a2b3c] inline throughout templates,Medium,https://tailwindcss.com/docs/theme
28,Components,Use anonymous Blade components for UI primitives,resources/views/components/ 中的刀片文件自动注册为 x-* 组件,按钮警报徽章卡的匿名组件,Blade @includes 用于任何可重复使用的东西,"<x-badge variant=""success"">Active</x-badge>",@include('partials.badge' ['variant' => 'success']),Medium,https://laravel.com/docs/blade#anonymous-components
29,Components,Use class-based components for complex logic,PHP 类组件可以注入服务和预处理数据,当组件需要 PHP 逻辑时 app/View/Components/ class,Blade @php 块用于模板内的业务逻辑,class AlertComponent { public function __construct(public string $type) {} },@php $color = $type === 'error' ? 'red' : 'green'; @endphp,Medium,https://laravel.com/docs/blade#components
30,Components,Forward extra attributes with $attributes,将 HTML 属性（如 class id aria）传递到根元素,$attributes->merge() on root element of components,静默忽略调用者提供的 HTML 属性,<div {{ $attributes->merge(['class' => 'btn']) }}>,"<div class=""btn""> — drops extra class/id from caller",High,https://laravel.com/docs/blade#component-attributes
31,Components,Separate variant logic from templates,将变体/尺寸/颜色逻辑保留在 PHP 类或帮助程序中，而不是在 Blade 中,组件类中的变体类或 match() 表达式,Blade 模板内变体的长 @if 链,"public function classes(): string { return match($this->variant) { 'primary' => 'bg-blue-600', } }",@if($variant === 'primary') bg-blue-600 @elseif($variant === 'secondary')...,Medium,https://laravel.com/docs/blade#components
32,Components,Provide default slot content,使用 {{ $slot ?? '' }} 或命名槽默认值，因此组件可以为空,可选区域槽中的默认内容,要求每个槽都被填满——在空使用时抛出错误,{{ $icon ?? '' }} in component Blade file,{{ $icon }} — fatal if caller omits slot,Low,https://laravel.com/docs/blade#slots
33,Components,Use component namespacing for packages,为第三方或模块组件添加前缀以避免冲突,通过 Blade::componentNamespace() 注册自定义前缀,混合第一方和包组件名称，不带前缀,Blade::componentNamespace('Modules\\Shop\\Views' 'shop'); <x-shop::product-card />,<x-product-card /> colliding with first-party card,Low,https://laravel.com/docs/blade#manually-registering-components
34,Forms,Validate with Form Request classes,将验证规则从控制器移至专用 FormRequest 类中,php artisan make：请求并定义规则（）+授权（）,控制器操作中的内联 validate(),class StorePostRequest extends FormRequest { public function rules() { return ['title' => 'required|max:255']; } },public function store(Request $r) { $r->validate(['title' => 'required']); },High,https://laravel.com/docs/validation#form-request-validation
35,Forms,Preserve old input on validation failure,在服务器端错误重定向后使用 old() 重新填充表单字段,old('field') 作为所有表单输入的默认值,验证失败时表单字段为空,"<input name=""email"" value=""{{ old('email') }}"">","<input name=""email"">",High,https://laravel.com/docs/validation#repopulating-forms
36,Forms,Display validation errors with @error,使用 @error 指令来显示内联字段级错误消息,@error('field') 显示每个字段的消息,将 $errors->all() 转储到表单顶部的一个块中,"@error('email') <p class=""text-red-500"">{{ $message }}</p> @enderror",@foreach($errors->all() as $e) {{ $e }} @endforeach,Medium,https://laravel.com/docs/validation#quick-displaying-the-validation-errors
37,Forms,Use CSRF token on all forms,默认情况下启用 CSRF 保护 — 在每种表单中包含 @csrf,每个 POST/PUT/PATCH/DELETE 表单中的 @csrf,为了方便起见，禁用 VerifyCsrfToken 中间件,"<form method=""POST"">@csrf ...","<form method=""POST""> without @csrf",High,https://laravel.com/docs/csrf
38,Forms,Use method spoofing for PUT/PATCH/DELETE,HTML 表单仅支持 GET/POST — 使用 @method 进行 REST 操作,@method('PUT') 表单内用于更新/删除路由,所有突变（包括更新）的 Route::post,"<form method=""POST"">@csrf @method('PUT')","<form method=""POST"" action=""/users/update"">",Medium,https://laravel.com/docs/routing#form-method-spoofing
39,Forms,Display flash messages consistently,控制器中闪存成功/错误；使用 session() 读取布局,全局 Flash 显示布局中的 session('status'),重新查询数据库或分别从每个控制器传递闪存,"@if(session('success')) <div class=""alert"">{{ session('success') }}</div> @endif",if($user) return back()->with(['user' => $user]);,Medium,https://laravel.com/docs/session#flash-data
40,Performance,Eager load relationships to prevent N+1,始终通过 with() 预先加载视图中使用的相关模型,在将集合传递给视图之前在查询中使用 with(),Blade 循环内的延迟加载关系,User::with('posts' 'avatar')->get(),User::all() then @foreach $user->posts in Blade,High,https://laravel.com/docs/eloquent-relationships#eager-loading
41,Performance,Cache rendered Blade fragments,使用 cache()帮助器来包装昂贵的渲染部分,cache() 围绕不经常更改的缓慢部分,根据每个请求重新呈现相同的内容,@php echo cache()->remember('sidebar' 3600 fn() => view('sidebar')->render()); @endphp,{{ view('sidebar')->render() }} on every page load,Medium,https://laravel.com/docs/cache
42,Performance,Paginate large data sets,始终在列表视图中对集合进行分页,->paginate() 或 ->simplePaginate() 与 {{ $items->links() }},->get() 用于视图中的大表,"User::paginate(20) with <x-pagination :links=""$users"" />",User::all() passed to Blade,High,https://laravel.com/docs/pagination
43,Performance,Queue slow background tasks,将电子邮件通知和繁重的处理工作转移到队列中,为任何耗时 >200 毫秒的任务调度作业,阻止操作缓慢的 HTTP 请求,ProcessImage::dispatch($file); return back();,Storage::put(); Mail::send(); Image::resize(); in controller,High,https://laravel.com/docs/queues
44,Performance,Use route model binding,Laravel 自动解析模型 — 避免手动 find(),控制器方法中的类型提示模型,每个方法中的手动 User::findOrFail($id),public function show(User $user): View { return view('users.show' compact('user')); },public function show($id) { $user = User::findOrFail($id); },Medium,https://laravel.com/docs/routing#route-model-binding
45,Performance,Enable HTTP response caching for static content,很少更改的页面的缓存控制标头,通过中间件为公共页面提供缓存控制标头,无缓存——为每个响应提供新鲜的服务,"response()->view('home')->header('Cache-Control', 'public, max-age=3600')",No cache headers on marketing pages,Medium,https://laravel.com/docs/responses#response-headers
46,Security,Escape all output in Blade,{{ }} 自动转义 HTML — 切勿使用 {!! !!} 关于用户数据,{{ }} 适用于所有不受信任或动态内容,{！！ !!} 用于用户控制的字符串,{{ $comment->body }},{!! $comment->body !!},High,https://laravel.com/docs/blade#displaying-data
47,Security,Protect routes with Gate and Policy,使用策略进行授权——绝不在视图中进行内联权限检查,@can / Gate::allows() 用于 UI 可见性；操作的策略（）->授权（）,跨模板内联硬编码角色检查,"@can('update' $post) <a href=""{{ route('posts.edit' $post) }}"">Edit</a> @endcan","@if(auth()->user()->role === 'admin') <a href=""/edit"">",High,https://laravel.com/docs/authorization#policies
48,Security,Validate and authorize file uploads,检查 MIME 类型大小并存储在公共根目录之外,存储在 storage/app/private + 验证 mime 和 max,公开存储原始上传/无需验证,"'avatar' => ['required' 'image' 'mimes:jpg,png' 'max:2048']",'avatar' => 'required' with no MIME or size check,High,https://laravel.com/docs/filesystem#file-uploads
49,Security,Use signed URLs for temporary links,生成私人下载或电子邮件确认的过期 URL,URL::signedRoute() 或 temporarySignedRoute(),无需身份验证即可公开下载 URL 中的连续 ID,URL::temporarySignedRoute('file.download' now()->addMinutes(30) ['file' => $id]),route('file.download' $id) with no expiry or signature,High,https://laravel.com/docs/urls#signed-urls
50,Security,Set a strict Content Security Policy,CSP 标头可防止外部脚本的 XSS 注入,spatie/laravel-csp 或自定义中间件来发出 CSP 标头,无 CSP — 浏览器运行任何注入的脚本,Header: Content-Security-Policy: default-src 'self'; script-src 'self',No Content-Security-Policy header on responses,Medium,https://laravel.com/docs/middleware
