No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL
36,Testing,Use testTag,稳定的 UI 选择器,修饰符.testTag,通过文字查找,Stable tests,Flaky tests,Medium,
37,Preview,Multiple previews,预览多个状态,@预览,单一预览,Better dev UX,Misleading,Low,https://developer.android.com/jetpack/compose/tooling/preview
38,DI,Inject VM via Hilt,使用 hiltViewModel,@HiltViewModel,手动虚拟机,Clean DI,Coupling,High,https://developer.android.com/training/dependency-injection/hilt-jetpack
39,DI,No DI in UI,注入虚拟机,构造函数注入,注入可组合项,Proper scope,Wrong scope,High,
40,Accessibility,Content description,无障碍用户界面,内容描述,忽略 a11y,Inclusive,A11y fail,Medium,https://developer.android.com/jetpack/compose/accessibility
41,Accessibility,Semantics,使用语义 API,修饰语语义,None,Testable a11y,Invisible,Medium,
42,Animation,Compose animation APIs,使用 animate*AsState,动画可见性,手动动画,Smooth,Jank,Medium,https://developer.android.com/jetpack/compose/animation
43,Animation,Avoid animation logic in VM,动画是 UI 关注点,在 UI 中制作动画,在虚拟机中制作动画,Correct layering,Mixed concern,Low,
44,Modularization,Feature-based UI modules,每个功能的用户界面,：功能：用户界面,神模块,Scalable,Tight coupling,High,https://developer.android.com/topic/modularization
45,Modularization,Public UI contracts,公开最小的 UI API,接口/路线,暴露隐含,Encapsulated,Leaky module,Medium,
46,State,Snapshot state only,使用 Compose 状态,可变状态,自定义可观察的,Compose aware,Buggy UI,Medium,
47,State,Avoid mutable collections,不可变列表/地图,持久列表,可变列表,Stable UI,Silent bug,High,
48,Lifecycle,RememberCoroutineScope usage,仅适用于 UI 职位,UI 协程,长期工作,Scoped job,Leak,Medium,https://developer.android.com/jetpack/compose/side-effects#remembercoroutinescope
49,Interop,Interop View carefully,使用 AndroidView,隔离使用,随处混合,Safe interop,Messy UI,Low,https://developer.android.com/jetpack/compose/interop
50,Interop,Avoid legacy patterns,UI 中没有 LiveData,状态流,实时数据,Modern stack,Legacy debt,Medium,
51,Debug,Use layout inspector,检查重组,工具,盲调试,Fast debug,Guessing,Low,https://developer.android.com/studio/debug/layout-inspector
52,Debug,Enable recomposition counts,曲目重组,调试标志,忽略,Performance aware,Hidden jank,Low,
