No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL
11,Rendering,Memoize expensive calculations,使用 useMemo 进行昂贵的计算,useMemo 用于昂贵的过滤/排序,在每次渲染时重复计算,"useMemo(() => expensive(), [deps])",const result = expensiveCalc(),Medium,https://react.dev/reference/react/useMemo
12,Rendering,Memoize callbacks passed to children,对作为 props 传递的函数使用 useCallback,useCallback 用于传递给记忆子项的处理程序,每次渲染都会引用新函数,"useCallback(() => {}, [deps])",const handler = () => {},Medium,https://react.dev/reference/react/useCallback
13,Rendering,Use React.memo wisely,包装经常使用相同 props 渲染的组件,带有稳定 props 的纯组件的备忘录,采用记忆化缓存（要么全部缓存，要么完全不缓存）,memo(ExpensiveList),memo(SimpleButton),Low,https://react.dev/reference/react/memo
14,Rendering,Avoid inline object/array creation in JSX,在渲染或记忆之外创建对象,在组件外部定义样式对象,props 中的内联对象,<div style={styles.container}>,<div style={{ margin: 10 }}>,Medium,
15,Components,Keep components small and focused,每个组件都有单一责任,每个组件一个关注点,大型多用途组件,<UserAvatar /><UserName />,<UserCard /> with 500 lines,Medium,
16,Components,Use composition over inheritance,使用 children 和 props 组成组件,使用 children 属性以提高灵活性,继承层次结构,<Card>{content}</Card>,class SpecialCard extends Card,Medium,https://react.dev/learn/thinking-in-react
17,Components,Colocate related code,将相关组件和钩子放在一起,同一目录下的相关文件,具有许多文件的扁平结构,components/User/UserCard.tsx,components/UserCard.tsx + hooks/useUser.ts,Low,
18,Components,Use fragments to avoid extra DOM,没有包装器的多个元素的片段或 <>,<> 用于没有 DOM 节点的分组,额外的 div 包装器,<>{items.map(...)}</>,<div>{items.map(...)}</div>,Low,https://react.dev/reference/react/Fragment
19,Props,Destructure props,解构 props 以实现更清晰的组件代码,函数签名中的解构,props.name props.value 贯穿始终,"function User({ name, age })",function User(props),Low,
20,Props,Provide default props values,使用默认参数或 defaultProps,解构中的默认值,整个过程中未定义的检查,function Button({ size = 'md' }),if (size === undefined) size = 'md',Low,
21,Props,Avoid prop drilling,对深度嵌套的数据使用上下文或组合,UI 全局数据组合的上下文,跨越 5 层以上的组件深度传递 props,<UserContext.Provider>,<A user={u}><B user={u}><C user={u}>,Medium,https://react.dev/learn/passing-data-deeply-with-context
22,Props,Validate props with TypeScript,使用 TypeScript 接口作为 prop 类型,接口属性 { name: string },PropTypes 或无验证,interface ButtonProps { onClick: () => void },Button.propTypes = {},Medium,
23,Events,Use synthetic events correctly,React 标准化跨浏览器的事件,e.preventDefault() e.stopPropagation(),不必要地访问本机事件,onClick={(e) => e.preventDefault()},onClick={(e) => e.nativeEvent.preventDefault()},Low,https://react.dev/reference/react-dom/components/common#react-event-object
24,Events,Avoid binding in render,在类或钩子中使用箭头函数,函数式组件中的箭头函数,绑定在渲染或构造函数中,const handleClick = () => {},this.handleClick.bind(this),Medium,
25,Events,Pass event handlers not call results,传递函数引用而不是调用,onClick={handleClick},onClick={handleClick()} 导致立即调用,onClick={handleClick},onClick={handleClick()},High,
26,Forms,Controlled components for forms,使用状态来控制表单输入,输入的 value + onChange,带有参考的不受控制的输入,<input value={val} onChange={setVal}>,<input ref={inputRef}>,Medium,https://react.dev/reference/react-dom/components/input#controlling-an-input-with-a-state-variable
27,Forms,Handle form submission properly,防止默认并在提交处理程序中进行处理,onSubmit 和 PreventDefault,onClick 仅在提交按钮上,<form onSubmit={handleSubmit}>,<button onClick={handleSubmit}>,Medium,
28,Forms,Debounce rapid input changes,去抖搜索/过滤输入,useDeferredValue 或 debounce 进行搜索,过滤每次击键,useDeferredValue(searchTerm),useEffect filtering on every change,Medium,https://react.dev/reference/react/useDeferredValue
29,Hooks,Follow rules of hooks,仅在顶层和 React 函数中调用钩子,组件顶层的钩子,条件循环或回调中的挂钩,"const [x, setX] = useState()","if (cond) { const [x, setX] = useState() }",High,https://react.dev/reference/rules/rules-of-hooks
30,Hooks,Custom hooks for reusable logic,将共享状态逻辑提取到自定义挂钩,useCustomHook 用于可重用模式,跨组件重复的钩子逻辑,const { data } = useFetch(url),Duplicate useEffect/useState in components,Medium,https://react.dev/learn/reusing-logic-with-custom-hooks
31,Hooks,Name custom hooks with use prefix,自定义 hook 必须从使用开始,useFetch useForm useAuth,钩子的 fetchData 或 getData,function useFetch(url),function fetchData(url),High,
32,Context,Use context for global data,主题身份验证区域设置的上下文,应用程序范围状态的上下文,频繁更改数据的上下文,<ThemeContext.Provider>,Context for form field values,Medium,https://react.dev/learn/passing-data-deeply-with-context
33,Context,Split contexts by concern,不同领域的独立上下文,主题上下文 + AuthContext,一个巨大的 AppContext,<ThemeProvider><AuthProvider>,<AppProvider value={{theme user...}}>,Medium,
34,Context,Memoize context values,使用 useMemo 防止不必要的重新渲染,useMemo 用于上下文值对象,每次渲染都会引用新对象,"value={useMemo(() => ({...}), [])}","value={{ user, theme }}",High,
35,Performance,Use React DevTools Profiler,通过分析来识别性能瓶颈,在优化前进行性能分析 (Profile),无需测量即可优化,React DevTools Profiler,Guessing at bottlenecks,Medium,https://react.dev/learn/react-developer-tools
36,Performance,Lazy load components,使用 React.lazy 进行代码分割,路由和重组件的 lazy(),预先导入所有内容,const Page = lazy(() => import('./Page')),import Page from './Page',Medium,https://react.dev/reference/react/lazy
37,Performance,Virtualize long lists,对超过 100 个项目的列表使用虚拟滚动/虚拟列表 (Windowing),React 窗口或 React 虚拟,渲染数千个 DOM 节点,<VirtualizedList items={items}/>,{items.map(i => <Item />)},High,
38,Performance,Batch state updates,React 18 自动批次但要注意,让 React 批量相关更新,使用 flushSync 手动批处理,setA(1); setB(2); //分批的,flushSync(() => setA(1)),Low,https://react.dev/learn/queueing-a-series-of-state-updates
39,ErrorHandling,Use error boundaries,捕获组件树中的 JavaScript 错误,ErrorBoundary 包裹部分,让错误使整个应用程序崩溃,<ErrorBoundary><App/></ErrorBoundary>,No error handling,High,https://react.dev/reference/react/Component#catching-rendering-errors-with-an-error-boundary
40,ErrorHandling,Handle async errors,捕获异步操作中的错误,在异步处理程序中尝试/捕获,未处理的 Promise 拒绝,try { await fetch() } catch(e) {},await fetch() //没问题,High,
41,Testing,Test behavior not implementation,测试用户看到的内容和执行的操作,测试渲染和交互,测试内部状态或方法,expect(screen.getByText('Hello')),expect(component.state.name),Medium,https://testing-library.com/docs/react-testing-library/intro/
42,Testing,Use testing-library queries,使用可访问的查询,getByRole getByLabelText,getByTestId 获取所有内容,getByRole('button'),getByTestId('submit-btn'),Medium,https://testing-library.com/docs/queries/about#priority
43,Accessibility,Use semantic HTML,适合其用途的 HTML 元素,用于点击的按钮 nav 用于导航,div 与 onClick 按钮,<button onClick={...}>,<div onClick={...}>,High,https://react.dev/reference/react-dom/components#all-html-components
44,Accessibility,Manage focus properly,处理模式对话框的焦点,模态中的焦点陷阱将焦点返回到关闭上,无焦点管理,useEffect to focus input,Modal without focus trap,High,
45,Accessibility,Announce dynamic content,使用 ARIA 实时区域进行更新,aria-live 用于动态更新,屏幕阅读器静默更新,"<div aria-live=""polite"">{msg}</div>",<div>{msg}</div>,Medium,
46,Accessibility,Label form controls,将标签与输入关联,html 用于匹配输入 id,占位符作为唯一标签,"<label htmlFor=""email"">Email</label>","<input placeholder=""Email""/>",High,
47,TypeScript,Type component props,为所有道具定义接口,具有所有道具类型的接口道具,任何或缺失的类型,interface Props { name: string },function Component(props: any),High,
48,TypeScript,Type state properly,为 useState 提供类型,useState<Type>() 用于复杂状态,推断任何类型,useState<User | null>(null),useState(null),Medium,
49,TypeScript,Type event handlers,使用 React 事件类型,React.ChangeEvent<HTMLInputElement>,通用事件类型,onChange: React.ChangeEvent<HTMLInputElement>,onChange: Event,Medium,
50,TypeScript,Use generics for reusable components,用于灵活打字的通用组件,列表组件的通用 props,灵活的联合类型,<List<T> items={T[]}>,<List items={any[]}>,Medium,
51,Patterns,Container/Presentational split,将数据逻辑与 UI 分离,容器获取演示渲染,将数据和 UI 合二为一,<UserContainer><UserView/></UserContainer>,<User /> with fetch and render,Low,
52,Patterns,Render props for flexibility,通过渲染道具模式共享代码,用于可定制渲染的渲染道具,跨组件的重复逻辑,<DataFetcher render={data => ...}/>,Copy paste fetch logic,Low,https://react.dev/reference/react/cloneElement#passing-data-with-a-render-prop
53,Patterns,Compound components,相关组件共享状态,Tab + TabPanel 共享上下文,相关之间的支柱钻井,<Tabs><Tab/><TabPanel/></Tabs>,<Tabs tabs={[]} panels={[...]}/>,Low,
