No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL
26,Tables,Enable sorting with sortable column option,将 sortable: true 添加到列定义中,可排序：列中为 true,手动排序实现,"{ accessorKey: 'name', sortable: true }","@click=""sortBy('name')""",Low,https://ui.nuxt.com/docs/components/table
27,Navigation,Use UNavigationMenu for nav links,具有下拉支持的水平或垂直导航,带有项目数组的 UNaviationMenu,使用 v-for 进行手动导航,"<UNavigationMenu :items=""navItems""/>","<nav><a v-for=""item in items"">",Medium,https://ui.nuxt.com/docs/components/navigation-menu
28,Navigation,Use UBreadcrumb for page hierarchy,支持 NuxtLink 的自动面包屑导航,:items 数组，带有标签和 to,手动面包屑链接,"<UBreadcrumb :items=""breadcrumbs""/>","<nav><span v-for=""crumb in crumbs"">",Low,https://ui.nuxt.com/docs/components/breadcrumb
29,Navigation,Use UTabs for tabbed content,带有内容面板的选项卡导航,带有包含槽内容的项目的 Utab,手动选项卡状态,"<UTabs :items=""tabs""/>","<div><button @click=""tab=1"">",Medium,https://ui.nuxt.com/docs/components/tabs
30,Feedback,Use useToast for notifications,可组合用于 Toast 通知,useToast().add({ 标题描述 }),Toast 的警报组件,const toast = useToast(); toast.add({ title: 'Saved' }),"<UAlert v-if=""showSuccess"">",High,https://ui.nuxt.com/docs/components/toast
31,Feedback,Use UAlert for inline messages,带有图标和操作的静态警报消息,带标题描述颜色的 UAlert,静态消息的 Toast,"<UAlert title=""Warning"" color=""warning""/>",useToast for inline alerts,Medium,https://ui.nuxt.com/docs/components/alert
32,Feedback,Use USkeleton for loading states,数据加载期间的占位符内容,尺寸合适的 US 骨架,用于内容加载的微调器,"<USkeleton class=""h-4 w-32""/>","<UIcon name=""lucide:loader"" class=""animate-spin""/>",Low,https://ui.nuxt.com/docs/components/skeleton
33,Color Mode,Use UColorModeButton for theme toggle,内置明/暗黑模式切换按钮,UColorModeButton 组件,手动颜色模式逻辑,<UColorModeButton/>,"<button @click=""toggleColorMode"">",Low,https://ui.nuxt.com/docs/components/color-mode-button
34,Color Mode,Use UColorModeSelect for theme picker,用于选择系统浅色或暗黑模式的下拉菜单,UColorModeSelect 组件,自定义选择主题,<UColorModeSelect/>,"<USelect v-model=""colorMode"" :items=""modes""/>",Low,https://ui.nuxt.com/docs/components/color-mode-select
35,Customization,Use ui prop for component styling,通过 ui prop 覆盖组件样式,带有插槽类覆盖的 ui prop,全局 CSS 覆盖,"<UButton :ui=""{ base: 'rounded-full' }""/>","<UButton class=""!rounded-full""/>",Medium,https://ui.nuxt.com/docs/getting-started/theme/components
36,Customization,Configure default variants in nuxt.config,设置所有组件的默认颜色和大小,ui 配置中的 theme.defaultVariants,在每个组件上重复 props,ui: { theme: { defaultVariants: { color: 'neutral' } } },"<UButton color=""neutral""> everywhere",Medium,https://ui.nuxt.com/docs/getting-started/installation/nuxt
37,Customization,Use app.config.ts for theme overrides,运行时主题定制,使用 ui 键定义 AppConfig,nuxt.config 用于运行时值,defineAppConfig({ ui: { button: { defaultVariants: { size: 'sm' } } } }),nuxt.config ui.button.size: 'sm',Medium,https://ui.nuxt.com/docs/getting-started/theme/components
38,Performance,Enable component detection,Tree-shake 未使用的组件 CSS,实验.componentDetection：true,包含所有组件 CSS,ui: { experimental: { componentDetection: true } },ui: {} (includes all CSS),Low,https://ui.nuxt.com/docs/getting-started/installation/nuxt
39,Performance,Use UTable virtualize for large data,为 1000 多行启用虚拟化,:UTable 上的 virtualize 属性,渲染所有行,"<UTable :data=""largeData"" virtualize/>","<UTable :data=""largeData""/>",Medium,https://ui.nuxt.com/docs/components/table
40,Accessibility,Use semantic component props,组件具有内置 ARIA 支持,使用标题描述标签道具,跳过辅助功能道具,"<UModal title=""Settings"">",<UModal><h2>Settings</h2>,Medium,https://ui.nuxt.com/docs/components/modal
41,Accessibility,Use UFormField for form accessibility,自动标签输入关联,UFormField 包装输入,手动 id 和属性,"<UFormField label=""Email""><UInput/></UFormField>","<label for=""email"">Email</label><UInput id=""email""/>",High,https://ui.nuxt.com/docs/components/form-field
42,Content,Use UContentToc for table of contents,带有活动标题突出显示的自动目录,UContentToc 与 :links,手动 TOC 实施,"<UContentToc :links=""toc""/>","<nav><a v-for=""heading in headings"">",Low,https://ui.nuxt.com/docs/components/content-toc
43,Content,Use UContentSearch for docs search,用于文档搜索的命令面板,UContentSearch 与 Nuxt 内容,自定义搜索实现,<UContentSearch/>,"<UCommandPalette :groups=""searchResults""/>",Low,https://ui.nuxt.com/docs/components/content-search
44,AI/Chat,Use UChatMessages for chat UI,专为 Vercel AI SDK 集成而设计,UChatMessages 与消息数组,自定义聊天消息列表,"<UChatMessages :messages=""messages""/>","<div v-for=""msg in messages"">",Medium,https://ui.nuxt.com/docs/components/chat-messages
45,AI/Chat,Use UChatPrompt for input,增强型 AI 提示文本区域,带 v 模型的 UChatPrompt,基本文本区域,"<UChatPrompt v-model=""prompt""/>","<UTextarea v-model=""prompt""/>",Medium,https://ui.nuxt.com/docs/components/chat-prompt
46,Editor,Use UEditor for rich text,基于 TipTap 的编辑器，支持工具栏,UEditor 与 v-model:content,自定义 TipTap 设置,"<UEditor v-model:content=""content""/>",Manual TipTap initialization,Medium,https://ui.nuxt.com/docs/components/editor
47,Links,Use to prop for navigation,UButton 和 ULink 支持 NuxtLink 支持,"to=""/dashboard"" 获取内部链接",href 用于内部导航,"<UButton to=""/dashboard"">","<UButton href=""/dashboard"">",Medium,https://ui.nuxt.com/docs/components/button
48,Links,Use external prop for outside links,明确标记外部链接,"target=""_blank"" 带有外部 URL","忘记 rel=""noopener""","<UButton to=""https://example.com"" target=""_blank"">","<UButton href=""https://..."">",Low,https://ui.nuxt.com/docs/components/link
49,Loading,Use loadingAuto on buttons,来自 @click Promise 的自动加载状态,UButton 上的 loadingAuto 属性,手动加载状态,"<UButton loadingAuto @click=""async () => await save()"">","<UButton :loading=""isLoading"" @click=""save"">",Low,https://ui.nuxt.com/docs/components/button
50,Loading,Use UForm loadingAuto,提交期间自动禁用表单,UForm 上的 loadingAuto（默认 true）,手动表单禁用状态,"<UForm @submit=""handleSubmit"">","<UForm :disabled=""isSubmitting"">",Low,https://ui.nuxt.com/docs/components/form
