No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL
23,Server,Use server/routes for non-api routes,没有 /api 前缀的路由,自定义路径的服务器/路由,server/api 用于非 api 路由,server/routes/sitemap.xml.ts,server/api/sitemap.xml.ts,Medium,https://nuxt.com/docs/guide/directory-structure/server
24,Server,Use getQuery and readBody for input,访问查询参数和请求正文,getQuery(事件) readBody(事件),直接事件访问,const { id } = getQuery(event),event.node.req.query,Medium,https://nuxt.com/docs/guide/directory-structure/server
25,Server,Validate server input,始终验证服务器处理程序中的输入,Zod 或类似的用于验证,信任客户的输入,const body = await readBody(event); schema.parse(body),const body = await readBody(event),High,https://nuxt.com/docs/guide/directory-structure/server
26,State,Use useState for shared reactive state,SSR 友好的跨组件共享状态,useState 用于跨组件状态,共享状态的引用,"const count = useState('count', () => 0)",const count = ref(0) in composable,High,https://nuxt.com/docs/api/composables/use-state
27,State,Use unique keys for useState,防止与唯一键的状态冲突,每个状态的描述性唯一键,通用或重复键,"useState('user-preferences', () => ({}))",useState('data') in multiple places,Medium,https://nuxt.com/docs/api/composables/use-state
28,State,Use Pinia for complex state,Pinia 先进的状态管理,@pinia/nuxt 用于复杂的应用程序,自定义状态管理,useMainStore() with Pinia,Custom reactive store implementation,Medium,https://nuxt.com/docs/getting-started/state-management
29,State,Use callOnce for one-time async operations,确保异步操作仅运行一次,callOnce 用于存储初始化,在组件中直接使用 await,await callOnce(store.fetch),await store.fetch() on every render,Medium,https://nuxt.com/docs/api/utils/call-once
30,SEO,Use useSeoMeta for SEO tags,类型安全的 SEO 元标记管理,使用 SeoMeta 作为元标签,useHead 用于简单元数据,"useSeoMeta({ title: 'Home', ogTitle: 'Home', description: '...' })","useHead({ meta: [{ name: 'description', content: '...' }] })",High,https://nuxt.com/docs/api/composables/use-seo-meta
31,SEO,Use reactive values in useSeoMeta,带有 refs 或 getter 的动态 SEO 标签,动态值的计算 getter,动态内容的静态值,useSeoMeta({ title: () => post.value.title }),useSeoMeta({ title: post.value.title }),Medium,https://nuxt.com/docs/api/composables/use-seo-meta
32,SEO,Use useHead for non-meta head elements,头部的脚本样式链接,useHead 用于脚本和链接,useSeoMeta 用于脚本,useHead({ script: [{ src: '/analytics.js' }] }),useSeoMeta({ script: '...' }),Medium,https://nuxt.com/docs/api/composables/use-head
33,SEO,Include OpenGraph tags,添加 OG 标签以进行社交分享,og 标题 og 描述 og 图像,缺少社交预览,"useSeoMeta({ ogImage: '/og.png', twitterCard: 'summary_large_image' })",No OG configuration,Medium,https://nuxt.com/docs/api/composables/use-seo-meta
34,Middleware,Use defineNuxtRouteMiddleware,正确定义路由中间件,定义 NuxtRoute 中间件包装器,导出默认功能,"export default defineNuxtRouteMiddleware((to, from) => {})","export default function(to, from) {}",High,https://nuxt.com/docs/guide/directory-structure/middleware
35,Middleware,Use navigateTo for redirects,使用 navigator 在中间件中重定向,返回 navigatorTo('/登录'),router.push 中间件,if (!auth) return navigateTo('/login'),if (!auth) router.push('/login'),High,https://nuxt.com/docs/api/utils/navigate-to
36,Middleware,Reference middleware in definePageMeta,将中间件应用到特定页面,DefinePageMeta 中的中间件数组,针对特定页面的全局中间件,definePageMeta({ middleware: ['auth'] }),Global auth check for one page,Medium,https://nuxt.com/docs/guide/directory-structure/middleware
37,Middleware,Use .global suffix for global middleware,将中间件应用到所有路由,auth.global.ts 用于应用程序范围的身份验证,每个页面上的手动中间件,middleware/auth.global.ts,middleware: ['auth'] on every page,Medium,https://nuxt.com/docs/guide/directory-structure/middleware
38,ErrorHandling,Use createError for errors,使用正确的状态代码创建错误,使用状态代码创建错误,抛出新的错误,"throw createError({ statusCode: 404, statusMessage: 'Not Found' })",throw new Error('Not Found'),High,https://nuxt.com/docs/api/utils/create-error
39,ErrorHandling,Use NuxtErrorBoundary for local errors,处理组件子树内的错误,NuxtErrorBoundary 用于组件错误,局部错误的全局错误页面,"<NuxtErrorBoundary @error=""log""><template #错误=“{错误}”>",error.vue for component errors,Medium,https://nuxt.com/docs/getting-started/error-handling
40,ErrorHandling,Use clearError to recover from errors,清除错误状态并可选择重定向,清除错误（{重定向：'/'}）,手动错误状态复位,clearError({ redirect: '/home' }),error.value = null,Medium,https://nuxt.com/docs/api/utils/clear-error
41,ErrorHandling,Use short statusMessage,为了安全起见，保持状态消息简短,简短的通用消息,statusMessage 中有详细的错误信息,"createError({ statusCode: 400, statusMessage: 'Bad Request' })",createError({ statusMessage: 'Invalid user ID: 123' }),High,https://nuxt.com/docs/getting-started/error-handling
42,Link,Use NuxtLink for internal navigation,带预取的客户端导航,<NuxtLink to> 用于内部链接,<a href> 用于内部链接,"<NuxtLink to=""/about"">About</NuxtLink>","<a href=""/about"">About</a>",High,https://nuxt.com/docs/api/components/nuxt-link
43,Link,Configure prefetch behavior,控制何时发生预取,prefetchOn 用于基于交互,低优先级的默认预取,"<NuxtLink prefetch-on=""interaction"">",Always default prefetch,Low,https://nuxt.com/docs/api/components/nuxt-link
44,Link,Use useRouter for programmatic navigation,以编程方式导航,使用 Router().push()进行导航,直接窗口位置,const router = useRouter(); router.push('/dashboard'),window.location.href = '/dashboard',Medium,https://nuxt.com/docs/api/composables/use-router
45,Link,Use navigateTo in composables,导航外部组件,中间件或插件中的 navigationTo(),非组件代码中的 useRouter,return navigateTo('/login'),router.push in middleware,Medium,https://nuxt.com/docs/api/utils/navigate-to
46,AutoImports,Leverage auto-imports,直接使用自动导入的可组合项,直接使用 ref 计算出来的 useFetch,Nuxt 可组合项的手动导入,const count = ref(0),import { ref } from 'vue'; const count = ref(0),Medium,https://nuxt.com/docs/guide/concepts/auto-imports
47,AutoImports,Use #imports for explicit imports,需要时显式导入,#imports 为清楚起见或禁用自动导入,启用自动导入时从“vue”导入,import { ref } from '#imports',import { ref } from 'vue',Low,https://nuxt.com/docs/guide/concepts/auto-imports
48,AutoImports,Configure third-party auto-imports,添加外部包自动导入,nuxt.config 中的 imports.presets,到处都是手动导入,"imports: { presets: [{ from: 'vue-i18n', imports: ['useI18n'] }] }",import { useI18n } everywhere,Low,https://nuxt.com/docs/guide/concepts/auto-imports
49,Plugins,Use defineNuxtPlugin,正确定义插件,定义 NuxtPlugin 包装器,导出默认功能,export default defineNuxtPlugin((nuxtApp) => {}),export default function(ctx) {},High,https://nuxt.com/docs/guide/directory-structure/plugins
50,Plugins,Use provide for injection,跨应用程序提供帮助程序,return { Provide: {} } 以确保类型安全,nuxtApp.provide 不带类型,return { provide: { hello: (name) => `Hello ${name}!` } },"nuxtApp.provide('hello', fn)",Medium,https://nuxt.com/docs/guide/directory-structure/plugins
51,Plugins,Use .client or .server suffix,控制插件执行环境,plugin.client.ts 仅用于客户端,if (process.client) 检查,analytics.client.ts,if (process.client) { //分析 },Medium,https://nuxt.com/docs/guide/directory-structure/plugins
52,Environment,Use runtimeConfig for env vars,安全访问环境变量,nuxt.config 中的 runtimeConfig,直接 process.env,"runtimeConfig: { apiSecret: '', public: { apiBase: '' } }",process.env.API_SECRET in components,High,https://nuxt.com/docs/guide/going-further/runtime-config
53,Environment,Use NUXT_ prefix for env override,使用环境变量覆盖配置,NUXT_API_SECRET NUXT_PUBLIC_API_BASE,自定义环境变量名称,NUXT_PUBLIC_API_BASE=https://api.example.com,API_BASE=https://api.example.com,High,https://nuxt.com/docs/guide/going-further/runtime-config
54,Environment,Access public config with useRuntimeConfig,获取组件中的公共配置,useRuntimeConfig().public,直接 process.env 访问,const config = useRuntimeConfig(); config.public.apiBase,process.env.NUXT_PUBLIC_API_BASE,High,https://nuxt.com/docs/api/composables/use-runtime-config
55,Environment,Keep secrets in private config,runtimeConfig 根目录中的仅服务器机密,runtimeConfig.apiSecret（仅限服务器）,公共配置中的秘密,runtimeConfig: { dbPassword: '' },runtimeConfig: { public: { dbPassword: '' } },High,https://nuxt.com/docs/guide/going-further/runtime-config
56,Performance,Use Lazy prefix for code splitting,带有 Lazy 前缀的延迟加载组件,<LazyComponent> 用于下折叠,预加载所有组件,"<LazyMountainsList v-if=""show""/>",<MountainsList/> for hidden content,Medium,https://nuxt.com/docs/guide/directory-structure/components
57,Performance,Use useLazyFetch for non-blocking data,useFetch 的别名为 lazy: true,useLazyFetch 获取辅助数据,useFetch 处理所有请求,const { data } = useLazyFetch('/api/comments'),await useFetch for comments section,Medium,https://nuxt.com/docs/api/composables/use-lazy-fetch
58,Performance,Use lazy hydration for interactivity,延迟组件水合作用直至需要时,具有水化策略的 LazyComponent,为所有人提供即时补水,<LazyModal hydrate-on-visible/>,<Modal/> in footer,Low,https://nuxt.com/docs/guide/going-further/experimental-features
